song_title,album_release_date_iso,play_date_iso,years_since_release
The E Street Shuffle,1973-01-01,2024-11-09,51.86
Nightshift,2022-11-11,2024-11-09,2.00
Last Man Standing,2020-10-23,2024-11-09,4.05
Backstreets,1975-01-01,2024-11-09,49.86
Because the Night,2010-01-01,2024-11-09,14.86
She’s the One,1975-01-01,2024-11-09,49.86
Wrecking Ball,2012-01-01,2024-11-09,12.86
The Rising,2002-01-01,2024-11-09,22.86
Badlands,1978-01-01,2024-11-09,46.86
Thunder Road,1975-01-01,2024-11-09,49.86
Born to Run,1975-01-01,2024-11-09,49.86
Bobby Jean,1984-01-01,2024-11-09,40.86
Dancing in the Dark,1984-01-01,2024-11-09,40.86
Tenth Avenue Freeze‐Out,1975-01-01,2024-11-09,49.86
I’ll See You in My Dreams,2020-10-23,2024-11-09,4.05
Long Walk Home,2007-01-01,2024-11-06,17.85
Land of Hope and Dreams,2012-01-01,2024-11-06,12.85
Lonesome Day,2002-01-01,2024-11-06,22.85
Candy’s Room,1978-01-01,2024-11-06,46.85
Adam Raised a Cain,1978-01-01,2024-11-06,46.85
Hungry Heart,1980-01-01,2024-11-06,44.85
Better Days,1992-01-01,2024-11-06,32.85
Letter to You,2020-10-23,2024-11-06,4.04
The Promised Land,1978-01-01,2024-11-06,46.85
Waitin’ on a Sunny Day,2002-01-01,2024-11-06,22.85
Reason to Believe,1982-01-01,2024-11-06,42.85
Darkness on the Edge of Town,1978-01-01,2024-11-06,46.85
The E Street Shuffle,1973-01-01,2024-11-06,51.85
Nightshift,2022-11-11,2024-11-06,1.99
Last Man Standing,2020-10-23,2024-11-06,4.04
Backstreets,1975-01-01,2024-11-06,49.85
Because the Night,2010-01-01,2024-11-06,14.85
She’s the One,1975-01-01,2024-11-06,49.85
Wrecking Ball,2012-01-01,2024-11-06,12.85
The Rising,2002-01-01,2024-11-06,22.85
Badlands,1978-01-01,2024-11-06,46.85
Thunder Road,1975-01-01,2024-11-06,49.85
Born to Run,1975-01-01,2024-11-06,49.85
Rosalita (Come Out Tonight),1973-01-01,2024-11-06,51.85
Glory Days,1984-01-01,2024-11-06,40.85
Dancing in the Dark,1984-01-01,2024-11-06,40.85
Tenth Avenue Freeze‐Out,1975-01-01,2024-11-06,49.85
I’ll See You in My Dreams,2020-10-23,2024-11-06,4.04
She’s the One,1975-01-01,2024-11-03,49.84
Prove It All Night,1978-01-01,2024-11-03,46.84
Does This Bus Stop at 82nd Street?,1973-01-01,2024-11-03,51.84
Ghosts,2020-10-23,2024-11-03,4.03
Sherry Darling,1980-01-01,2024-11-03,44.84
Letter to You,2020-10-23,2024-11-03,4.03
The Promised Land,1978-01-01,2024-11-03,46.84
Hungry Heart,1980-01-01,2024-11-03,44.84
If I Was the Priest,2020-10-23,2024-11-03,4.03
Youngstown,1995-01-01,2024-11-03,29.84
Long Walk Home,2007-01-01,2024-11-03,17.84
The E Street Shuffle,1973-01-01,2024-11-03,51.84
Nightshift,2022-11-11,2024-11-03,1.98
Last Man Standing,2020-10-23,2024-11-03,4.03
Backstreets,1975-01-01,2024-11-03,49.84
Because the Night,2010-01-01,2024-11-03,14.84
Wrecking Ball,2012-01-01,2024-11-03,12.84
The Rising,2002-01-01,2024-11-03,22.84
Badlands,1978-01-01,2024-11-03,46.84
Thunder Road,1975-01-01,2024-11-03,49.84
Meeting Across the River,1975-01-01,2024-11-03,49.84
Jungleland,1975-01-01,2024-11-03,49.84
Born to Run,1975-01-01,2024-11-03,49.84
Bobby Jean,1984-01-01,2024-11-03,40.84
Dancing in the Dark,1984-01-01,2024-11-03,40.84
Tenth Avenue Freeze‐Out,1975-01-01,2024-11-03,49.84
I’ll See You in My Dreams,2020-10-23,2024-11-03,4.03
Lonesome Day,2002-01-01,2024-10-31,22.83
No Surrender,1984-01-01,2024-10-31,40.83
Ghosts,2020-10-23,2024-10-31,4.02
Letter to You,2020-10-23,2024-10-31,4.02
The Promised Land,1978-01-01,2024-10-31,46.83
Hungry Heart,1980-01-01,2024-10-31,44.83
Atlantic City,1982-01-01,2024-10-31,42.83
Youngstown,1995-01-01,2024-10-31,29.83
Long Walk Home,2007-01-01,2024-10-31,17.83
The E Street Shuffle,1973-01-01,2024-10-31,51.83
Nightshift,2022-11-11,2024-10-31,1.97
Racing in the Street,1978-01-01,2024-10-31,46.83
Last Man Standing,2020-10-23,2024-10-31,4.02
Backstreets,1975-01-01,2024-10-31,49.83
Because the Night,2010-01-01,2024-10-31,14.83
She’s the One,1975-01-01,2024-10-31,49.83
Wrecking Ball,2012-01-01,2024-10-31,12.83
The Rising,2002-01-01,2024-10-31,22.83
Badlands,1978-01-01,2024-10-31,46.83
Thunder Road,1975-01-01,2024-10-31,49.83
Born to Run,1975-01-01,2024-10-31,49.83
Rosalita (Come Out Tonight),1973-01-01,2024-10-31,51.83
Bobby Jean,1984-01-01,2024-10-31,40.83
Dancing in the Dark,1984-01-01,2024-10-31,40.83
Tenth Avenue Freeze‐Out,1975-01-01,2024-10-31,49.83
I’ll See You in My Dreams,2020-10-23,2024-10-31,4.02
The Promised Land,1978-01-01,2024-10-28,46.82
Land of Hope and Dreams,2012-01-01,2024-10-28,12.82
Dancing in the Dark,1984-01-01,2024-10-28,40.82
The Promised Land,1978-01-01,2024-10-24,46.81
Land of Hope and Dreams,2012-01-01,2024-10-24,12.81
Dancing in the Dark,1984-01-01,2024-10-24,40.81
The Ghost of Tom Joad,1995-01-01,2024-10-23,29.81
Atlantic City,1982-01-01,2024-10-23,42.81
Born in the U.S.A.,1984-01-01,2024-10-23,40.81
I’ll See You in My Dreams,2020-10-23,2024-10-23,4.00
Thunder Road,1975-01-01,2024-10-23,49.81
I’m on Fire,1984-01-01,2024-10-23,40.81
Spirit in the Night,1973-01-01,2024-10-23,51.81
"4th of July, Asbury Park (Sandy)",1973-01-01,2024-10-23,51.81
Brilliant Disguise,1987-01-01,2024-10-23,37.81
If I Should Fall Behind,1992-01-01,2024-10-23,32.81
Tenth Avenue Freeze‐Out,1975-01-01,2024-10-23,49.81
Hungry Heart,1980-01-01,2024-10-23,44.81
Long Walk Home,2007-01-01,2024-10-23,17.81
Glory Days,1984-01-01,2024-10-23,40.81
The Ghost of Tom Joad,1995-01-01,2024-10-13,29.78
Dancing in the Dark,1984-01-01,2024-10-13,40.78
Lonesome Day,2002-01-01,2024-09-15,22.71
Blinded by the Light,1973-01-01,2024-09-15,51.71
Does This Bus Stop at 82nd Street?,1973-01-01,2024-09-15,51.71
Growin’ Up,1973-01-01,2024-09-15,51.71
The Promised Land,1978-01-01,2024-09-15,46.71
Spirit in the Night,1973-01-01,2024-09-15,51.71
The E Street Shuffle,1973-01-01,2024-09-15,51.71
"4th of July, Asbury Park (Sandy)",1973-01-01,2024-09-15,51.71
Hungry Heart,1980-01-01,2024-09-15,44.71
Local Hero,1992-01-01,2024-09-15,32.71
Atlantic City,1982-01-01,2024-09-15,42.71
Tougher Than the Rest,1987-01-01,2024-09-15,37.71
Long Walk Home,2007-01-01,2024-09-15,17.71
Racing in the Street,1978-01-01,2024-09-15,46.71
Because the Night,2010-01-01,2024-09-15,14.71
She’s the One,1975-01-01,2024-09-15,49.71
Wrecking Ball,2012-01-01,2024-09-15,12.71
The Rising,2002-01-01,2024-09-15,22.71
Badlands,1978-01-01,2024-09-15,46.71
Thunder Road,1975-01-01,2024-09-15,49.71
Meeting Across the River,1975-01-01,2024-09-15,49.71
Jungleland,1975-01-01,2024-09-15,49.71
Born to Run,1975-01-01,2024-09-15,49.71
Rosalita (Come Out Tonight),1973-01-01,2024-09-15,51.71
Bobby Jean,1984-01-01,2024-09-15,40.71
Dancing in the Dark,1984-01-01,2024-09-15,40.71
Tenth Avenue Freeze‐Out,1975-01-01,2024-09-15,49.71
Hungry Heart,1980-01-01,2024-09-13,44.70
Sherry Darling,1980-01-01,2024-09-13,44.70
Lonesome Day,2002-01-01,2024-09-13,22.70
No Surrender,1984-01-01,2024-09-13,40.70
Ghosts,2020-10-23,2024-09-13,3.89
The Promised Land,1978-01-01,2024-09-13,46.70
Darlington County,1984-01-01,2024-09-13,40.70
Reason to Believe,1982-01-01,2024-09-13,42.70
Atlantic City,1982-01-01,2024-09-13,42.70
Youngstown,1995-01-01,2024-09-13,29.70
Long Walk Home,2007-01-01,2024-09-13,17.70
The E Street Shuffle,1973-01-01,2024-09-13,51.70
Nightshift,2022-11-11,2024-09-13,1.84
Racing in the Street,1978-01-01,2024-09-13,46.70
Last Man Standing,2020-10-23,2024-09-13,3.89
Backstreets,1975-01-01,2024-09-13,49.70
Because the Night,2010-01-01,2024-09-13,14.70
She’s the One,1975-01-01,2024-09-13,49.70
Wrecking Ball,2012-01-01,2024-09-13,12.70
The Rising,2002-01-01,2024-09-13,22.70
Badlands,1978-01-01,2024-09-13,46.70
Thunder Road,1975-01-01,2024-09-13,49.70
Born to Run,1975-01-01,2024-09-13,49.70
Rosalita (Come Out Tonight),1973-01-01,2024-09-13,51.70
Bobby Jean,1984-01-01,2024-09-13,40.70
Dancing in the Dark,1984-01-01,2024-09-13,40.70
Tenth Avenue Freeze‐Out,1975-01-01,2024-09-13,49.70
I’ll See You in My Dreams,2020-10-23,2024-09-13,3.89
Prove It All Night,1978-01-01,2024-09-07,46.68
Lonesome Day,2002-01-01,2024-09-07,22.68
Ghosts,2020-10-23,2024-09-07,3.87
Darkness on the Edge of Town,1978-01-01,2024-09-07,46.68
The Promised Land,1978-01-01,2024-09-07,46.68
Hungry Heart,1980-01-01,2024-09-07,44.69
Reason to Believe,1982-01-01,2024-09-07,42.68
Atlantic City,1982-01-01,2024-09-07,42.68
Youngstown,1995-01-01,2024-09-07,29.68
Long Walk Home,2007-01-01,2024-09-07,17.68
The E Street Shuffle,1973-01-01,2024-09-07,51.68
Nightshift,2022-11-11,2024-09-07,1.82
Racing in the Street,1978-01-01,2024-09-07,46.68
Last Man Standing,2020-10-23,2024-09-07,3.87
Backstreets,1975-01-01,2024-09-07,49.68
Because the Night,2010-01-01,2024-09-07,14.68
She’s the One,1975-01-01,2024-09-07,49.68
Wrecking Ball,2012-01-01,2024-09-07,12.68
The Rising,2002-01-01,2024-09-07,22.68
Badlands,1978-01-01,2024-09-07,46.68
Thunder Road,1975-01-01,2024-09-07,49.68
Born to Run,1975-01-01,2024-09-07,49.68
Rosalita (Come Out Tonight),1973-01-01,2024-09-07,51.68
Bobby Jean,1984-01-01,2024-09-07,40.69
Dancing in the Dark,1984-01-01,2024-09-07,40.69
Tenth Avenue Freeze‐Out,1975-01-01,2024-09-07,49.68
I’ll See You in My Dreams,2020-10-23,2024-09-07,3.87
Prove It All Night,1978-01-01,2024-08-23,46.64
Two Hearts,1980-01-01,2024-08-23,44.64
Darkness on the Edge of Town,1978-01-01,2024-08-23,46.64
The Promised Land,1978-01-01,2024-08-23,46.64
Hungry Heart,1980-01-01,2024-08-23,44.64
Waitin’ on a Sunny Day,2002-01-01,2024-08-23,22.64
Reason to Believe,1982-01-01,2024-08-23,42.64
Atlantic City,1982-01-01,2024-08-23,42.64
Long Walk Home,2007-01-01,2024-08-23,17.64
The E Street Shuffle,1973-01-01,2024-08-23,51.64
Growin’ Up,1973-01-01,2024-08-23,51.64
Nightshift,2022-11-11,2024-08-23,1.78
Last Man Standing,2020-10-23,2024-08-23,3.83
Backstreets,1975-01-01,2024-08-23,49.64
Because the Night,2010-01-01,2024-08-23,14.64
I’m on Fire,1984-01-01,2024-08-23,40.64
She’s the One,1975-01-01,2024-08-23,49.64
Wrecking Ball,2012-01-01,2024-08-23,12.64
The Rising,2002-01-01,2024-08-23,22.64
Badlands,1978-01-01,2024-08-23,46.64
Thunder Road,1975-01-01,2024-08-23,49.64
Born to Run,1975-01-01,2024-08-23,49.64
Rosalita (Come Out Tonight),1973-01-01,2024-08-23,51.64
Glory Days,1984-01-01,2024-08-23,40.64
Dancing in the Dark,1984-01-01,2024-08-23,40.64
Tenth Avenue Freeze‐Out,1975-01-01,2024-08-23,49.64
I’ll See You in My Dreams,2020-10-23,2024-08-23,3.83
Atlantic City,1982-01-01,2024-08-21,42.64
Lonesome Day,2002-01-01,2024-08-21,22.64
Night,1975-01-01,2024-08-21,49.64
No Surrender,1984-01-01,2024-08-21,40.64
Ghosts,2020-10-23,2024-08-21,3.83
Working on the Highway,1984-01-01,2024-08-21,40.64
The Promised Land,1978-01-01,2024-08-21,46.64
Spirit in the Night,1973-01-01,2024-08-21,51.64
Hungry Heart,1980-01-01,2024-08-21,44.64
Youngstown,1995-01-01,2024-08-21,29.64
Long Walk Home,2007-01-01,2024-08-21,17.64
The E Street Shuffle,1973-01-01,2024-08-21,51.64
Nightshift,2022-11-11,2024-08-21,1.78
Racing in the Street,1978-01-01,2024-08-21,46.64
Last Man Standing,2020-10-23,2024-08-21,3.83
Backstreets,1975-01-01,2024-08-21,49.64
Because the Night,2010-01-01,2024-08-21,14.64
She’s the One,1975-01-01,2024-08-21,49.64
Wrecking Ball,2012-01-01,2024-08-21,12.64
The Rising,2002-01-01,2024-08-21,22.64
Badlands,1978-01-01,2024-08-21,46.64
Thunder Road,1975-01-01,2024-08-21,49.64
Born to Run,1975-01-01,2024-08-21,49.64
Rosalita (Come Out Tonight),1973-01-01,2024-08-21,51.64
Bobby Jean,1984-01-01,2024-08-21,40.64
Dancing in the Dark,1984-01-01,2024-08-21,40.64
Tenth Avenue Freeze‐Out,1975-01-01,2024-08-21,49.64
I’ll See You in My Dreams,2020-10-23,2024-08-21,3.83
Candy’s Room,1978-01-01,2024-08-18,46.63
Adam Raised a Cain,1978-01-01,2024-08-18,46.63
Death to My Hometown,2012-01-01,2024-08-18,12.63
Ghosts,2020-10-23,2024-08-18,3.82
Darkness on the Edge of Town,1978-01-01,2024-08-18,46.63
The Promised Land,1978-01-01,2024-08-18,46.63
Spirit in the Night,1973-01-01,2024-08-18,51.63
Darlington County,1984-01-01,2024-08-18,40.63
If I Was the Priest,2020-10-23,2024-08-18,3.82
Youngstown,1995-01-01,2024-08-18,29.63
Long Walk Home,2007-01-01,2024-08-18,17.63
The E Street Shuffle,1973-01-01,2024-08-18,51.63
Nightshift,2022-11-11,2024-08-18,1.77
Mary’s Place,2002-01-01,2024-08-18,22.63
Last Man Standing,2020-10-23,2024-08-18,3.82
Backstreets,1975-01-01,2024-08-18,49.63
Because the Night,2010-01-01,2024-08-18,14.63
I’m on Fire,1984-01-01,2024-08-18,40.63
She’s the One,1975-01-01,2024-08-18,49.63
Wrecking Ball,2012-01-01,2024-08-18,12.63
The Rising,2002-01-01,2024-08-18,22.63
Badlands,1978-01-01,2024-08-18,46.63
Thunder Road,1975-01-01,2024-08-18,49.63
Born to Run,1975-01-01,2024-08-18,49.63
Glory Days,1984-01-01,2024-08-18,40.63
Dancing in the Dark,1984-01-01,2024-08-18,40.63
Tenth Avenue Freeze‐Out,1975-01-01,2024-08-18,49.63
I’ll See You in My Dreams,2020-10-23,2024-08-18,3.82
Lonesome Day,2002-01-01,2024-08-15,22.62
No Surrender,1984-01-01,2024-08-15,40.62
Ghosts,2020-10-23,2024-08-15,3.81
Letter to You,2020-10-23,2024-08-15,3.81
The Promised Land,1978-01-01,2024-08-15,46.62
Hungry Heart,1980-01-01,2024-08-15,44.62
Reason to Believe,1982-01-01,2024-08-15,42.62
Atlantic City,1982-01-01,2024-08-15,42.62
Youngstown,1995-01-01,2024-08-15,29.62
Long Walk Home,2007-01-01,2024-08-15,17.62
The E Street Shuffle,1973-01-01,2024-08-15,51.62
Nightshift,2022-11-11,2024-08-15,1.76
Racing in the Street,1978-01-01,2024-08-15,46.62
Last Man Standing,2020-10-23,2024-08-15,3.81
Backstreets,1975-01-01,2024-08-15,49.62
Because the Night,2010-01-01,2024-08-15,14.62
She’s the One,1975-01-01,2024-08-15,49.62
Wrecking Ball,2012-01-01,2024-08-15,12.62
The Rising,2002-01-01,2024-08-15,22.62
Badlands,1978-01-01,2024-08-15,46.62
Thunder Road,1975-01-01,2024-08-15,49.62
Born to Run,1975-01-01,2024-08-15,49.62
Bobby Jean,1984-01-01,2024-08-15,40.62
Dancing in the Dark,1984-01-01,2024-08-15,40.62
Tenth Avenue Freeze‐Out,1975-01-01,2024-08-15,49.62
I’ll See You in My Dreams,2020-10-23,2024-08-15,3.81
Lonesome Day,2002-01-01,2024-07-27,22.57
Candy’s Room,1978-01-01,2024-07-27,46.57
Adam Raised a Cain,1978-01-01,2024-07-27,46.57
Death to My Hometown,2012-01-01,2024-07-27,12.57
The Promised Land,1978-01-01,2024-07-27,46.57
Hungry Heart,1980-01-01,2024-07-27,44.57
Darlington County,1984-01-01,2024-07-27,40.57
Tougher Than the Rest,1987-01-01,2024-07-27,37.57
Darkness on the Edge of Town,1978-01-01,2024-07-27,46.57
Youngstown,1995-01-01,2024-07-27,29.57
Long Walk Home,2007-01-01,2024-07-27,17.57
The E Street Shuffle,1973-01-01,2024-07-27,51.57
Nightshift,2022-11-11,2024-07-27,1.71
Mary’s Place,2002-01-01,2024-07-27,22.57
The River,1980-01-01,2024-07-27,44.57
Last Man Standing,2020-10-23,2024-07-27,3.76
Backstreets,1975-01-01,2024-07-27,49.57
Because the Night,2010-01-01,2024-07-27,14.57
She’s the One,1975-01-01,2024-07-27,49.57
Wrecking Ball,2012-01-01,2024-07-27,12.57
The Rising,2002-01-01,2024-07-27,22.57
Badlands,1978-01-01,2024-07-27,46.57
Thunder Road,1975-01-01,2024-07-27,49.57
Born in the U.S.A.,1984-01-01,2024-07-27,40.57
Born to Run,1975-01-01,2024-07-27,49.57
Bobby Jean,1984-01-01,2024-07-27,40.57
Dancing in the Dark,1984-01-01,2024-07-27,40.57
Tenth Avenue Freeze‐Out,1975-01-01,2024-07-27,49.57
I’ll See You in My Dreams,2020-10-23,2024-07-27,3.76
Lonesome Day,2002-01-01,2024-07-25,22.56
No Surrender,1984-01-01,2024-07-25,40.56
Ghosts,2020-10-23,2024-07-25,3.75
Letter to You,2020-10-23,2024-07-25,3.75
The Promised Land,1978-01-01,2024-07-25,46.56
Hungry Heart,1980-01-01,2024-07-25,44.56
Spirit in the Night,1973-01-01,2024-07-25,51.56
Reason to Believe,1982-01-01,2024-07-25,42.56
Atlantic City,1982-01-01,2024-07-25,42.56
Youngstown,1995-01-01,2024-07-25,29.56
Long Walk Home,2007-01-01,2024-07-25,17.56
The E Street Shuffle,1973-01-01,2024-07-25,51.56
Nightshift,2022-11-11,2024-07-25,1.70
Racing in the Street,1978-01-01,2024-07-25,46.56
Last Man Standing,2020-10-23,2024-07-25,3.75
Backstreets,1975-01-01,2024-07-25,49.56
Because the Night,2010-01-01,2024-07-25,14.56
She’s the One,1975-01-01,2024-07-25,49.56
Wrecking Ball,2012-01-01,2024-07-25,12.56
The Rising,2002-01-01,2024-07-25,22.56
Badlands,1978-01-01,2024-07-25,46.56
Thunder Road,1975-01-01,2024-07-25,49.56
Land of Hope and Dreams,2012-01-01,2024-07-25,12.56
Born to Run,1975-01-01,2024-07-25,49.56
Bobby Jean,1984-01-01,2024-07-25,40.56
Dancing in the Dark,1984-01-01,2024-07-25,40.56
Tenth Avenue Freeze‐Out,1975-01-01,2024-07-25,49.56
I’ll See You in My Dreams,2020-10-23,2024-07-25,3.75
Waitin’ on a Sunny Day,2002-01-01,2024-07-21,22.55
Lonesome Day,2002-01-01,2024-07-21,22.55
No Surrender,1984-01-01,2024-07-21,40.55
Ghosts,2020-10-23,2024-07-21,3.74
Letter to You,2020-10-23,2024-07-21,3.74
The Promised Land,1978-01-01,2024-07-21,46.55
Hungry Heart,1980-01-01,2024-07-21,44.55
Working on the Highway,1984-01-01,2024-07-21,40.55
Atlantic City,1982-01-01,2024-07-21,42.55
Youngstown,1995-01-01,2024-07-21,29.55
Long Walk Home,2007-01-01,2024-07-21,17.55
The E Street Shuffle,1973-01-01,2024-07-21,51.55
Nightshift,2022-11-11,2024-07-21,1.69
My Hometown,1984-01-01,2024-07-21,40.55
The River,1980-01-01,2024-07-21,44.55
Last Man Standing,2020-10-23,2024-07-21,3.74
Backstreets,1975-01-01,2024-07-21,49.55
Because the Night,2010-01-01,2024-07-21,14.55
She’s the One,1975-01-01,2024-07-21,49.55
Wrecking Ball,2012-01-01,2024-07-21,12.55
The Rising,2002-01-01,2024-07-21,22.55
Badlands,1978-01-01,2024-07-21,46.55
Thunder Road,1975-01-01,2024-07-21,49.55
Born in the U.S.A.,1984-01-01,2024-07-21,40.55
Born to Run,1975-01-01,2024-07-21,49.55
Bobby Jean,1984-01-01,2024-07-21,40.55
Dancing in the Dark,1984-01-01,2024-07-21,40.55
Tenth Avenue Freeze‐Out,1975-01-01,2024-07-21,49.55
I’ll See You in My Dreams,2020-10-23,2024-07-21,3.74
No Surrender,1984-01-01,2024-07-18,40.55
Ghosts,2020-10-23,2024-07-18,3.73
Letter to You,2020-10-23,2024-07-18,3.73
The Promised Land,1978-01-01,2024-07-18,46.54
Hungry Heart,1980-01-01,2024-07-18,44.55
Waitin’ on a Sunny Day,2002-01-01,2024-07-18,22.54
Atlantic City,1982-01-01,2024-07-18,42.54
Youngstown,1995-01-01,2024-07-18,29.54
Long Walk Home,2007-01-01,2024-07-18,17.54
The E Street Shuffle,1973-01-01,2024-07-18,51.54
Nightshift,2022-11-11,2024-07-18,1.68
Racing in the Street,1978-01-01,2024-07-18,46.54
The River,1980-01-01,2024-07-18,44.55
Last Man Standing,2020-10-23,2024-07-18,3.73
Backstreets,1975-01-01,2024-07-18,49.55
Because the Night,2010-01-01,2024-07-18,14.54
She’s the One,1975-01-01,2024-07-18,49.55
I’m on Fire,1984-01-01,2024-07-18,40.55
Wrecking Ball,2012-01-01,2024-07-18,12.55
The Rising,2002-01-01,2024-07-18,22.54
Badlands,1978-01-01,2024-07-18,46.54
Thunder Road,1975-01-01,2024-07-18,49.55
Born in the U.S.A.,1984-01-01,2024-07-18,40.55
Born to Run,1975-01-01,2024-07-18,49.55
Glory Days,1984-01-01,2024-07-18,40.55
Dancing in the Dark,1984-01-01,2024-07-18,40.55
Tenth Avenue Freeze‐Out,1975-01-01,2024-07-18,49.55
I’ll See You in My Dreams,2020-10-23,2024-07-18,3.73
Into the Fire,2002-01-01,2024-07-15,22.54
Lonesome Day,2002-01-01,2024-07-15,22.54
Prove It All Night,1978-01-01,2024-07-15,46.54
No Surrender,1984-01-01,2024-07-15,40.54
The Promised Land,1978-01-01,2024-07-15,46.54
Hungry Heart,1980-01-01,2024-07-15,44.54
Reason to Believe,1982-01-01,2024-07-15,42.54
Youngstown,1995-01-01,2024-07-15,29.54
Long Walk Home,2007-01-01,2024-07-15,17.54
Working on the Highway,1984-01-01,2024-07-15,40.54
Darlington County,1984-01-01,2024-07-15,40.54
The E Street Shuffle,1973-01-01,2024-07-15,51.54
Nightshift,2022-11-11,2024-07-15,1.68
My Hometown,1984-01-01,2024-07-15,40.54
The River,1980-01-01,2024-07-15,44.54
Last Man Standing,2020-10-23,2024-07-15,3.73
Backstreets,1975-01-01,2024-07-15,49.54
Because the Night,2010-01-01,2024-07-15,14.54
She’s the One,1975-01-01,2024-07-15,49.54
Wrecking Ball,2012-01-01,2024-07-15,12.54
The Rising,2002-01-01,2024-07-15,22.54
Badlands,1978-01-01,2024-07-15,46.54
Thunder Road,1975-01-01,2024-07-15,49.54
Land of Hope and Dreams,2012-01-01,2024-07-15,12.54
Born to Run,1975-01-01,2024-07-15,49.54
Bobby Jean,1984-01-01,2024-07-15,40.54
Dancing in the Dark,1984-01-01,2024-07-15,40.54
Tenth Avenue Freeze‐Out,1975-01-01,2024-07-15,49.54
I’ll See You in My Dreams,2020-10-23,2024-07-15,3.73
Lonesome Day,2002-01-01,2024-07-12,22.53
Prove It All Night,1978-01-01,2024-07-12,46.53
Two Hearts,1980-01-01,2024-07-12,44.53
Ghosts,2020-10-23,2024-07-12,3.72
Letter to You,2020-10-23,2024-07-12,3.72
The Promised Land,1978-01-01,2024-07-12,46.53
Hungry Heart,1980-01-01,2024-07-12,44.53
Reason to Believe,1982-01-01,2024-07-12,42.53
Youngstown,1995-01-01,2024-07-12,29.53
Long Walk Home,2007-01-01,2024-07-12,17.53
Working on the Highway,1984-01-01,2024-07-12,40.53
Darlington County,1984-01-01,2024-07-12,40.53
The E Street Shuffle,1973-01-01,2024-07-12,51.53
Nightshift,2022-11-11,2024-07-12,1.67
My Hometown,1984-01-01,2024-07-12,40.53
The River,1980-01-01,2024-07-12,44.53
Last Man Standing,2020-10-23,2024-07-12,3.72
